year,month,day,dow,doy,quarter,is_weekend,days_to_eom,days_from_som,dim,is_last1,is_first1,is_last2,is_first2,is_last3,is_first3,is_eom_payday,payday_intensity,t_days,t_years,regime_pre2019,regime_2019,regime_post2019,sin_y1,cos_y1,sin_y2,cos_y2,sin_y3,cos_y3,sin_y4,cos_y4,sin_y5,cos_y5,sin_w1,cos_w1,sin_m1,cos_m1,sin_w2,cos_w2,sin_m2,cos_m2,hol_new_year,hol_womens_day,hol_reunification,hol_labor_day,hol_national_day,hol_vn_womens_day,hol_dd_1111,hol_dd_1212,hol_christmas_eve,hol_christmas,hol_hung_kings,tet_days_diff,tet_in_7,tet_in_14,tet_in_30,tet_before_7,tet_after_7,tet_on,tet_intensity,tet_post_recovery,hol_black_friday,promo_spring_sale,promo_spring_sale_since,promo_spring_sale_until,promo_spring_sale_disc,promo_mid_year,promo_mid_year_since,promo_mid_year_until,promo_mid_year_disc,promo_fall_launch,promo_fall_launch_since,promo_fall_launch_until,promo_fall_launch_disc,promo_year_end,promo_year_end_since,promo_year_end_until,promo_year_end_disc,promo_urban_blowout,promo_urban_blowout_since,promo_urban_blowout_until,promo_urban_blowout_disc,promo_rural_special,promo_rural_special_since,promo_rural_special_until,promo_rural_special_disc,is_odd_year,is_q1,is_q2,is_q3,is_q4,q3_odd_year
2019,9,1,6,244,3,1,29,0,30,0,1,0,1,0,1,1,0.8,-122,-0.33401779603011633,0,1,0,-0.8702939222685674,-0.49253272872205434,0.8572964806503138,-0.5148230222752145,0.02580077239154065,0.9996671046623471,-0.8827119303085991,-0.46991451147082797,0.8437282590292712,-0.5367705514607103,-0.7818314824680299,0.6234898018587334,0.0,1.0,-0.9749279121818235,-0.2225209339563148,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,2.0,30.0,10.0,0,999.0,999.0,0.0,1,33.0,0.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2018,1,4,3,4,1,0,27,3,31,0,0,0,0,0,0,1,0.25,-727,-1.9904175222450375,1,0,0,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833,0.20496611396949532,0.9787690698649216,0.2717767384711357,0.9623603298276545,0.3373010691361842,0.9413968285264122,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,1,0,0,0,0
2017,8,13,6,225,3,1,18,12,31,0,0,0,0,0,0,0,0.0,-871,-2.3846680355920604,1,0,0,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,-0.8161603698771164,0.5778254499778013,0.22386840046373174,-0.9746193817454125,0.48220584789635257,0.8760579434344281,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.7587581226927909,-0.9749279121818235,-0.2225209339563148,-0.9884683243281114,0.15142777750457667,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,14.0,19.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2020,4,13,0,104,2,0,17,12,30,0,0,0,0,0,0,0,0.0,103,0.28199863107460643,0,0,1,0.9762766110869321,-0.21652708524481437,-0.4227806579826773,-0.9062320427107697,-0.7931896839451843,0.6089746507720486,0.7662747586044899,0.6425130304714689,0.461351203990578,-0.8872175982116474,0.0,1.0,0.5877852522924732,-0.8090169943749473,0.0,1.0,-0.9510565162951536,0.30901699437494723,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,1,26.0,4.0,12.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2017,9,12,1,255,3,0,18,11,30,0,0,0,0,0,0,0,0.0,-841,-2.302532511978097,1,0,0,-0.9474042892438845,-0.32003923622313857,0.6064130902482765,-0.7951497745554202,0.5592523247663413,0.8289974892865736,-0.9643784639967455,0.2645263279510712,0.058025569328780884,-0.9983150972033182,0.7818314824680298,0.6234898018587336,0.7431448254773945,-0.6691306063588579,0.9749279121818236,-0.22252093395631434,-0.9945218953682733,-0.10452846326765423,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,13.0,19.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2013,1,4,4,4,1,0,27,3,31,0,0,0,0,0,0,1,0.25,-2553,-6.9897330595482545,1,0,0,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833,0.20496611396949532,0.9787690698649216,0.2717767384711357,0.9623603298276545,0.3373010691361842,0.9413968285264122,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,0.7818314824680296,0.6234898018587337,0.9377521321470804,0.3473052528448203,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,1,0,0,0,0
2017,1,16,0,16,1,0,15,15,31,0,0,0,0,0,0,0,0.0,-1080,-2.9568788501026693,1,0,0,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838,0.7350336741329412,0.6780306024735382,0.8916401947968874,0.45274469960737107,0.981124629771712,0.19337647441020586,0.0,1.0,0.10116832198743272,-0.994869323391895,0.0,1.0,-0.20129852008866114,0.9795299412524943,0,0,0,0,0,0,0,0,0,0,0,-12,0,1,1,0,0,0,0.6,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,1,0,0,0,0
2019,4,16,1,106,2,0,14,15,30,0,0,0,0,0,0,0,0.0,-260,-0.7118412046543463,0,1,0,0.9682507501166718,-0.2499809690726521,-0.48408852163897587,-0.8750190302029955,-0.7262249146041543,0.6874571793269664,0.847173337473877,0.5313166064347815,0.30267049085568926,-0.9530952596488853,0.7818314824680298,0.6234898018587336,5.66553889764798e-16,-1.0,0.9749279121818236,-0.22252093395631434,-1.133107779529596e-15,1.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,1,29.0,1.0,12.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2017,1,15,6,15,1,1,16,14,31,0,0,0,0,0,0,0,0.0,-1081,-2.9596167008898013,1,0,0,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,0.6990793005655562,0.7150441465537444,0.8584015232918917,0.512978386299228,0.9608854255574977,0.27694620226893646,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,-0.9749279121818235,-0.2225209339563148,-0.5712682150947924,0.8207634412072763,0,0,0,0,0,0,0,0,0,0,0,-13,0,1,1,0,0,0,0.5666666666666667,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,1,0,0,0,0
2014,1,28,1,28,1,0,3,27,31,0,0,0,0,0,0,1,0.8,-2164,-5.924709103353867,1,0,0,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,0.992098522791769,0.12546123335273648,0.9373419384643772,-0.3484108069446808,0.6692903895412567,-0.7430009249440493,0.7818314824680298,0.6234898018587336,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,-0.9987165071710528,-0.050649168838712906,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,1,1,0,0,0.9,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,1,0,0,0,0
2017,8,25,4,237,3,0,6,24,31,0,0,0,0,0,0,0,0.0,-859,-2.351813826146475,1,0,0,-0.8048257371083452,-0.593511190196115,0.9553461622632788,-0.29548893422398215,-0.3291915385199954,0.9442631682782286,-0.5645884386042955,-0.8253725795023503,0.9993706508539969,0.035472555753127424,-0.433883739117558,-0.9009688679024191,-0.9884683243281114,0.15142777750457667,0.7818314824680296,0.6234898018587337,-0.299363122973358,-0.9541392564000488,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,26.0,7.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2014,6,9,0,160,2,0,21,8,30,0,0,0,0,0,0,0,0.0,-2032,-5.563312799452429,1,0,0,0.37945284372454435,-0.925211078289358,-0.7021479494046978,0.7120310787787131,0.9198172790502196,-0.3923470060554182,-0.9999023237537765,0.01397651429355571,0.9304241352383132,0.366484554334882,0.0,1.0,0.9945218953682734,-0.10452846326765333,0.0,1.0,-0.20791169081775907,-0.9781476007338057,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2021,6,22,1,173,2,0,8,21,30,0,0,0,0,0,0,0,0.0,538,1.4729637234770705,0,0,1,0.16481784665719793,-0.9863240225317866,-0.3251276029999093,0.9456701548465688,0.47654448379677755,-0.8791503597012645,-0.6149269413476359,0.7885840835350667,0.7364899449095564,-0.6764484910524368,0.7818314824680298,0.6234898018587336,-0.9510565162951535,-0.30901699437494756,0.9749279121818236,-0.22252093395631434,0.5877852522924734,-0.8090169943749472,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2015,6,12,4,163,2,0,18,11,30,0,0,0,0,0,0,0,0.0,-1664,-4.555783709787817,1,0,0,0.3312212278016865,-0.9435531242349544,-0.6250496486104377,0.7805849965070866,0.848313869694991,-0.5294937001354311,-0.9758087555546684,0.2186258735439368,0.9931409302238694,0.11692344809347405,-0.433883739117558,-0.9009688679024191,0.7431448254773945,-0.6691306063588579,0.7818314824680296,0.6234898018587337,-0.9945218953682733,-0.10452846326765423,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2012,8,5,6,218,3,1,26,4,31,0,0,0,0,0,0,1,0.25,-2705,-7.405886379192334,1,0,0,-0.5716666713027052,-0.8204859638785327,0.9380889596420647,0.3463944338433696,-0.9677109772087535,0.25206242201026163,0.6498975881398573,-0.7600217924046628,-0.09875272084577562,0.9951120038093985,-0.7818314824680299,0.6234898018587334,0.7247927872291199,0.6889669190756866,-0.9749279121818235,-0.2225209339563148,0.9987165071710528,-0.05064916883871264,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2015,12,14,0,348,4,0,17,13,31,0,0,0,0,0,0,0,0.0,-1479,-4.049281314168378,1,0,0,-0.29240597695107734,0.9562942772197719,-0.5592523247663436,0.828997489286572,-0.7772136184407381,0.6292368324488441,-0.9272375462179548,0.37447367448688024,-0.9962102997023297,0.08697723131368601,0.0,1.0,0.48530196253108104,-0.8743466161445821,0.0,1.0,-0.848644257494751,0.5289640103269624,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,26.0,19.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2019,2,7,3,38,1,0,21,6,28,0,0,0,0,0,0,0,0.0,-328,-0.8980150581793293,0,1,0,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,0.9248025743285089,-0.38044736628785164,0.5027907197793043,-0.8644081744776648,-0.12652781683868314,-0.9919630595773397,0.43388373911755823,-0.900968867902419,0.9749279121818236,0.22252093395631445,-0.7818314824680299,0.6234898018587334,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0.9333333333333333,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,8.0,22.0,15.0,1,1,0,0,0,0
2014,6,16,0,167,2,0,14,15,30,0,0,0,0,0,0,0,0.0,-2025,-5.544147843942505,1,0,0,0.26556302780405594,-0.9640935007889755,-0.5120551783114646,0.8589525565270845,0.7217751111067904,-0.6921276536786986,-0.8796622089871292,0.47559898872882833,0.9743781260415397,-0.22491613435184504,0.0,1.0,5.66553889764798e-16,-1.0,0.0,1.0,-1.133107779529596e-15,1.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2014,11,8,5,312,4,1,22,7,30,0,0,0,0,0,0,0,0.0,-1880,-5.147159479808351,1,0,0,-0.7931896839451843,0.6089746507720486,-0.9660648215530205,-0.25829974943412287,-0.3834282907116399,-0.9235706501843539,0.49906860268853165,-0.8665624788845387,0.991268546778726,-0.131858515717388,-0.9749279121818236,-0.2225209339563146,0.9945218953682733,0.10452846326765346,0.43388373911755845,-0.9009688679024189,0.20791169081775931,-0.9781476007338057,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2022,10,31,0,304,4,0,0,30,31,1,0,1,0,1,0,1,1.0,1034,2.830937713894593,0,0,1,-0.8692328164574792,0.49440298420761813,-0.8595025968555411,-0.5111313784132033,0.019351518818325447,-0.9998127418269003,0.878637494161001,-0.47748942800283745,0.8494504794814807,0.5276683455625159,0.0,1.0,-0.20129852008866114,0.9795299412524943,0.0,1.0,-0.3943558551133206,0.9189578116202297,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2013,3,17,6,76,1,1,14,16,31,0,0,0,0,0,0,0,0.0,-2481,-6.792607802874743,1,0,0,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,-0.7036774074790128,-0.7105196029692745,-0.8692328164574792,0.49440298420761813,0.2510218406258827,0.9679814231320734,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952,-0.9749279121818235,-0.2225209339563148,0.2012985200886598,0.9795299412524946,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,1,0,0,0,0
2020,5,30,5,151,2,1,1,29,31,0,0,1,0,1,0,1,1.0,150,0.4106776180698152,0,0,1,0.5175855102531889,-0.8556314858488706,-0.8857249183835637,0.4642104791518923,0.9981227456866077,0.06124528180217061,-0.8223255775192096,-0.5690172620911411,0.4090925658019742,0.9124928890712286,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306,0.43388373911755845,-0.9009688679024189,-0.7247927872291202,0.6889669190756863,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2019,5,26,6,146,2,1,5,25,31,0,0,0,0,0,0,1,0.25,-220,-0.6023271731690623,0,1,0,0.5891760872322963,-0.8080046647350754,-0.9521140536681102,0.3057430764672831,0.9494491062150135,0.31392100074304014,-0.5822045598324479,-0.8130423423846421,-0.008601105865714402,0.9999630098048061,-0.7818314824680299,0.6234898018587334,-0.9377521321470804,0.3473052528448203,-0.9749279121818235,-0.2225209339563148,-0.6513724827222221,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2022,4,10,6,100,2,1,20,9,30,0,0,0,0,0,0,0,0.0,830,2.272416153319644,0,0,1,0.9888537064205885,-0.1488903868564548,-0.2944616217868012,-0.9556633054034704,-0.9011686968561569,0.4334685453485363,0.5628123335824821,0.8265847065893737,0.733574004706797,-0.6796095788159788,-0.7818314824680299,0.6234898018587334,0.9510565162951536,-0.30901699437494734,-0.9749279121818235,-0.2225209339563148,-0.587785252292473,-0.8090169943749476,0,0,0,0,0,0,0,0,0,0,1,999,0,0,0,0,0,0,0.0,0,0,1,23.0,7.0,12.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2014,12,18,3,352,4,0,13,17,31,0,0,0,0,0,0,0,0.0,-1840,-5.037645448323066,1,0,0,-0.22596360824801906,0.974135744004672,-0.4402384552773285,0.8978808954950716,-0.6317404220940748,0.775180004316675,-0.7905633969115495,0.6123802049900632,-0.9084917035725074,0.4179028888867882,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0.5712682150947928,0.8207634412072761,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,30.0,15.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2018,12,19,2,353,4,0,12,18,31,0,0,0,0,0,0,0,0.0,-378,-1.0349075975359343,1,0,0,-0.20917350564635637,0.9778785428342386,-0.40909256580197667,0.9124928890712274,-0.5909121786151558,0.8067358905889153,-0.7465881145324138,0.6652865452111107,-0.8692328164574787,0.49440298420761886,0.9749279121818236,-0.22252093395631434,-0.4853019625310808,-0.8743466161445822,-0.433883739117558,-0.9009688679024191,0.8486442574947507,0.5289640103269628,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,31.0,14.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2022,4,2,5,92,2,1,28,1,30,0,0,0,1,0,1,1,0.55,822,2.2505133470225873,0,0,1,0.9999300657962057,-0.011826390691832589,-0.023651127245231586,-0.9997202729664083,-0.9993706508539969,0.03547255575312556,0.04728902277113235,0.9988812483600598,0.9982521339365441,-0.0590988755488295,-0.9749279121818236,-0.2225209339563146,0.20791169081775931,0.9781476007338057,0.43388373911755845,-0.9009688679024189,0.40673664307580015,0.9135454576426009,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,1,15.0,15.0,12.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,1,0,0,0
2014,9,19,4,262,3,0,11,18,30,0,0,0,0,0,0,0,0.0,-1930,-5.284052019164956,1,0,0,-0.9789888737409319,-0.20391367068311472,0.3992584296048835,-0.9168384298170765,0.8161603698771169,0.5778254499778006,-0.7321109433803463,0.6811854127788846,-0.5175855102531869,-0.8556314858488718,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,0.7818314824680296,0.6234898018587337,0.9510565162951535,0.30901699437494773,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,20.0,12.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2013,7,5,4,186,3,0,26,4,31,0,0,0,0,0,0,1,0.25,-2371,-6.491444216290212,1,0,0,-0.05802556932878035,-0.9983150972033183,0.11585560376947847,0.9932660666081418,-0.17329522734857217,-0.9848699224660111,0.2301508797012426,0.9731549581504192,-0.28623096833217826,-0.9581606508136428,-0.433883739117558,-0.9009688679024191,0.7247927872291199,0.6889669190756866,0.7818314824680296,0.6234898018587337,0.9987165071710528,-0.05064916883871264,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,1,12.0,17.0,18.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,1,0,1
2014,1,22,2,22,1,0,9,21,31,0,0,0,0,0,0,0,0.0,-2170,-5.94113620807666,1,0,0,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,0.9066860720977985,0.4218060770826634,0.998376906467142,0.056952196034039754,0.9487718864399473,-0.31596187665790293,0.9749279121818236,-0.22252093395631434,-0.8978045395707417,-0.44039415155763423,-0.433883739117558,-0.9009688679024191,0.7907757369376984,-0.612105982547663,0,0,0,0,0,0,0,0,0,0,0,-9,0,1,1,0,0,0,0.7,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,1,0,0,0,0
2016,8,26,4,239,3,0,5,25,31,0,0,0,0,0,0,1,0.25,-1223,-3.34839151266256,1,0,0,-0.8247650844733614,-0.5654755126737576,0.9327689179559782,-0.3604748891327019,-0.23015087970124354,0.973154958150419,-0.6724795445732231,-0.7401157086095325,0.9906923101615611,-0.13612033862266606,-0.433883739117558,-0.9009688679024191,-0.9377521321470804,0.3473052528448203,0.7818314824680296,0.6234898018587337,-0.6513724827222221,-0.758758122692791,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2013,11,2,5,306,4,1,28,1,30,0,0,0,1,0,1,1,0.55,-2251,-6.16290212183436,1,0,0,-0.8517119107469189,0.5240103253675756,-0.8926116709398649,-0.4508263578163351,-0.08376355348526729,-0.9964856582548094,0.8048257371083447,-0.5935111901961156,0.9272375462179528,0.37447367448688534,-0.9749279121818236,-0.2225209339563146,0.20791169081775931,0.9781476007338057,0.43388373911755845,-0.9009688679024189,0.40673664307580015,0.9135454576426009,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,0,0,1,0
2022,12,29,3,363,4,0,2,28,31,0,0,0,0,1,0,1,1.0,1093,2.9924709103353866,0,0,1,-0.03869579017652689,0.9992510374388481,-0.07733361695682096,0.9970052716452285,-0.11585560376947857,0.9932660666081418,-0.15420404756268666,0.9880390233767514,-0.1923215052390932,0.9813319716704278,0.43388373911755823,-0.900968867902419,-0.5712682150947924,0.8207634412072763,-0.7818314824680299,0.6234898018587334,-0.9377521321470805,0.34730525284482006,0,0,0,0,0,0,0,0,0,0,0,-24,0,0,1,0,0,0,0.2,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,41.0,4.0,20.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
2015,5,14,3,134,2,0,17,13,31,0,0,0,0,0,0,0,0.0,-1693,-4.635181382614648,1,0,0,0.742280907086982,-0.6700888411055113,-0.994788305609327,-0.10196189005174576,0.5909121786151564,0.8067358905889147,0.2028609916826013,-0.9792075459541514,-0.8627819522593745,0.5055762087514626,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821,-0.7818314824680299,0.6234898018587334,-0.848644257494751,0.5289640103269624,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,0,1,0,0,0
2020,9,18,4,262,3,0,12,17,30,0,0,0,0,0,0,0,0.0,261,0.7145790554414785,0,0,1,-0.9789888737409319,-0.20391367068311472,0.3992584296048835,-0.9168384298170765,0.8161603698771169,0.5778254499778006,-0.7321109433803463,0.6811854127788846,-0.5175855102531869,-0.8556314858488718,-0.433883739117558,-0.9009688679024191,-0.4067366430758002,-0.9135454576426009,0.7818314824680296,0.6234898018587337,0.7431448254773942,0.6691306063588582,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,1,19.0,13.0,10.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,1,0,0
2012,11,1,3,306,4,0,29,0,30,0,1,0,1,0,1,1,0.8,-2617,-7.1649555099247095,1,0,0,-0.8517119107469189,0.5240103253675756,-0.8926116709398649,-0.4508263578163351,-0.08376355348526729,-0.9964856582548094,0.8048257371083447,-0.5935111901961156,0.9272375462179528,0.37447367448688534,0.43388373911755823,-0.900968867902419,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0.0,0,0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,999.0,999.0,0.0,0,0,0,0,1,0
